T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Type,Precision,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,model_name_for_query
🟦,"<a target=""_blank"" href=""https://huggingface.co/TheTravellingEngineer/bloom-560m-RLHF"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheTravellingEngineer/bloom-560m-RLHF</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheTravellingEngineer__bloom-560m-RLHF"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.44,24.4,36.96,23.63,40.76,RL-tuned,torch.float16,?,0.56,0,True,b1769e92f325d8a28e7db1c21f133e6c85b84e78,TheTravellingEngineer/bloom-560m-RLHF
⭕,"<a target=""_blank"" href=""https://huggingface.co/nicholasKluge/Aira-2-1B1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">nicholasKluge/Aira-2-1B1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_nicholasKluge__Aira-2-1B1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.42,23.21,26.97,24.86,50.63,instruction-tuned,torch.float16,?,1.1,0,True,a53eb20b72ae86441566f99acc204d9bb527bf32,nicholasKluge/Aira-2-1B1
🔶,"<a target=""_blank"" href=""https://huggingface.co/Yukang/Llama-2-13b-longlora-16k-ft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Yukang/Llama-2-13b-longlora-16k-ft</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Yukang__Llama-2-13b-longlora-16k-ft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.36,25.85,27.6,23.1,48.89,fine-tuned,torch.float16,?,12.85,1,True,5f0cfdef590fc9bd7642042fb5f1ed9679260b93,Yukang/Llama-2-13b-longlora-16k-ft
🔶,"<a target=""_blank"" href=""https://huggingface.co/HWERI/pythia-70m-deduped-cleansharegpt"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">HWERI/pythia-70m-deduped-cleansharegpt</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_HWERI__pythia-70m-deduped-cleansharegpt"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.34,25.68,25.4,23.12,51.15,fine-tuned,torch.float16,apache-2.0,0.07,0,True,6ea42abd94cb0017918f6fe5e71d78bcb7c75548,HWERI/pythia-70m-deduped-cleansharegpt
🟦,"<a target=""_blank"" href=""https://huggingface.co/breadlicker45/dough-instruct-base-001"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">breadlicker45/dough-instruct-base-001</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_breadlicker45__dough-instruct-base-001"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.29,23.89,24.76,23.13,53.4,RL-tuned,torch.float16,?,0.19,0,True,3e1b0bf0a887feeb342982eee4f6d8041772a7dd,breadlicker45/dough-instruct-base-001
🟢,"<a target=""_blank"" href=""https://huggingface.co/breadlicker45/dough-base-001"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">breadlicker45/dough-base-001</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_breadlicker45__dough-base-001"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.29,23.89,24.76,23.13,53.4,pretrained,torch.float16,?,0.15,0,True,e42b65191f97d786eadaba450f1d34baea470734,breadlicker45/dough-base-001
⭕,"<a target=""_blank"" href=""https://huggingface.co/WizardLM/WizardLM-30B-V1.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">WizardLM/WizardLM-30B-V1.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_WizardLM__WizardLM-30B-V1.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.27,27.39,25.94,23.12,48.61,instruction-tuned,torch.float16,?,32.32,68,True,815e2dd7daabe446c429f3c9f70ef01582528f81,WizardLM/WizardLM-30B-V1.0
⭕,"<a target=""_blank"" href=""https://huggingface.co/WizardLM/WizardLM-30B-V1.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">WizardLM/WizardLM-30B-V1.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_WizardLM__WizardLM-30B-V1.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.27,27.39,25.94,23.12,48.61,instruction-tuned,torch.bfloat16,?,32.32,68,True,815e2dd7daabe446c429f3c9f70ef01582528f81,WizardLM/WizardLM-30B-V1.0
⭕,"<a target=""_blank"" href=""https://huggingface.co/WizardLM/WizardLM-30B-V1.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">WizardLM/WizardLM-30B-V1.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_WizardLM__WizardLM-30B-V1.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.27,27.39,25.94,23.12,48.61,instruction-tuned,8bit,?,32.32,68,True,815e2dd7daabe446c429f3c9f70ef01582528f81,WizardLM/WizardLM-30B-V1.0
🟢,"<a target=""_blank"" href=""https://huggingface.co/TaylorAI/Flash-Llama-30M-20001"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TaylorAI/Flash-Llama-30M-20001</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TaylorAI__Flash-Llama-30M-20001"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.26,23.89,25.76,24.09,51.29,pretrained,torch.float16,?,0.02,0,True,6ff84442217565875450bd7a0457121dcedf6b0b,TaylorAI/Flash-Llama-30M-20001
🔶,"<a target=""_blank"" href=""https://huggingface.co/porkorbeef/Llama-2-13b-12_153950"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">porkorbeef/Llama-2-13b-12_153950</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_porkorbeef__Llama-2-13b-12_153950"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.25,28.58,26.58,20.79,49.03,fine-tuned,torch.float16,cc-by-nc-4.0,12.85,0,True,ee9b0cf26f521b5cb2322d743880e8b6bfadb0b7,porkorbeef/Llama-2-13b-12_153950
🔶,"<a target=""_blank"" href=""https://huggingface.co/huggingtweets/bladeecity-jerma985"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">huggingtweets/bladeecity-jerma985</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_huggingtweets__bladeecity-jerma985"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.24,22.87,30.53,26.56,44.99,fine-tuned,torch.float16,?,0.12,0,True,9bf3a0db7f6bc960c51f2c0dc6fb66ed982b0180,huggingtweets/bladeecity-jerma985
🔶,"<a target=""_blank"" href=""https://huggingface.co/KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_KnutJaegersberg__megatron-GPT-2-345m-EvolInstruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.23,24.06,35.12,24.48,41.25,fine-tuned,torch.float16,cc-by-nc-4.0,0.38,3,True,dc95fda9f1e51d94870e28751e35410c66563d18,KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct
🔶,"<a target=""_blank"" href=""https://huggingface.co/Yukang/Llama-2-13b-chat-longlora-32k-sft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Yukang/Llama-2-13b-chat-longlora-32k-sft</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Yukang__Llama-2-13b-chat-longlora-32k-sft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.23,26.54,26.1,23.12,49.16,fine-tuned,torch.bfloat16,?,12.85,18,True,6f2924e354c3ab035aa2ff7c7e28d0e5327e2667,Yukang/Llama-2-13b-chat-longlora-32k-sft
🔶,"<a target=""_blank"" href=""https://huggingface.co/bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_bhenrym14__airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.22,25.34,26.66,23.36,49.51,fine-tuned,torch.bfloat16,?,32.53,4,True,468225a547a8cb0a62758d813cf9606b58506ab4,bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16
🔶,"<a target=""_blank"" href=""https://huggingface.co/microsoft/DialoGPT-small"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">microsoft/DialoGPT-small</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_microsoft__DialoGPT-small"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.21,25.77,25.79,25.81,47.49,fine-tuned,torch.float16,mit,0.18,54,True,97d0fec744c2cb4d48f5db51d17e3258e185858e,microsoft/DialoGPT-small
?,"<a target=""_blank"" href=""https://huggingface.co/Corianas/590m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Corianas/590m</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Corianas__590m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.21,24.15,31.91,26.61,42.19,,torch.float16,cc-by-nc-4.0,0.67,0,True,ec721c97ef0e6ebfc578ab98b3ff6e2bd19b3e27,Corianas/590m
🟢,"<a target=""_blank"" href=""https://huggingface.co/facebook/xglm-564M"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">facebook/xglm-564M</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_facebook__xglm-564M"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.21,24.57,34.64,25.18,40.43,pretrained,torch.float16,mit,0.56,26,True,f3059f01b98ccc877c673149e0178c0e957660f9,facebook/xglm-564M
🟢,"<a target=""_blank"" href=""https://huggingface.co/EleutherAI/gpt-neo-125m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">EleutherAI/gpt-neo-125m</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_EleutherAI__gpt-neo-125m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.19,22.95,30.26,25.97,45.58,pretrained,torch.float16,mit,0.15,124,True,6cb0d322a3a484e99667e7cb240e22f1ac036b99,EleutherAI/gpt-neo-125m
🟢,"<a target=""_blank"" href=""https://huggingface.co/EleutherAI/pythia-160m-deduped"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">EleutherAI/pythia-160m-deduped</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_EleutherAI__pythia-160m-deduped"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.16,24.06,31.39,24.86,44.34,pretrained,torch.float16,apache-2.0,0.21,0,True,582159a2dfe3e712a8d47ae83dec95ae3bde8e7e,EleutherAI/pythia-160m-deduped
🟢,"<a target=""_blank"" href=""https://huggingface.co/klosax/pythia-160m-deduped-step92k-193bt"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">klosax/pythia-160m-deduped-step92k-193bt</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_klosax__pythia-160m-deduped-step92k-193bt"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.15,24.23,32.33,24.54,43.49,pretrained,torch.float16,?,0.12,0,True,9eac24dad1bd7194e38ce8083a0197cee456456c,klosax/pythia-160m-deduped-step92k-193bt
🔶,"<a target=""_blank"" href=""https://huggingface.co/Yukang/Llama-2-13b-chat-longlora-32k-sft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Yukang/Llama-2-13b-chat-longlora-32k-sft</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Yukang__Llama-2-13b-chat-longlora-32k-sft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.12,26.11,26.17,23.12,49.07,fine-tuned,torch.float16,?,12.85,18,True,6f2924e354c3ab035aa2ff7c7e28d0e5327e2667,Yukang/Llama-2-13b-chat-longlora-32k-sft
🔶,"<a target=""_blank"" href=""https://huggingface.co/MBZUAI/lamini-neo-125m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">MBZUAI/lamini-neo-125m</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_MBZUAI__lamini-neo-125m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.1,24.57,30.22,26.74,42.85,fine-tuned,torch.float16,cc-by-nc-4.0,0.12,13,True,f01e73ba67da96f6645be3067158cc493b0cbbcb,MBZUAI/lamini-neo-125m
🔶,"<a target=""_blank"" href=""https://huggingface.co/Yukang/Llama-2-7b-longlora-16k-ft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Yukang/Llama-2-7b-longlora-16k-ft</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Yukang__Llama-2-7b-longlora-16k-ft"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.06,26.37,26.37,23.75,47.76,fine-tuned,torch.float16,?,6.61,0,True,c86de31b80866d047e680e08dbd3572e2965d4c5,Yukang/Llama-2-7b-longlora-16k-ft
🟢,"<a target=""_blank"" href=""https://huggingface.co/bigcode/tiny_starcoder_py"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">bigcode/tiny_starcoder_py</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_bigcode__tiny_starcoder_py"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.06,20.99,28.77,26.79,47.68,pretrained,torch.float16,bigcode-openrail-m,0.16,55,True,8547527bef0bc927268c1653cce6948c5c242dd1,bigcode/tiny_starcoder_py
🔶,"<a target=""_blank"" href=""https://huggingface.co/concedo/OPT-19M-ChatSalad"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">concedo/OPT-19M-ChatSalad</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_concedo__OPT-19M-ChatSalad"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.01,24.4,25.15,23.12,51.36,fine-tuned,torch.float16,other,0.02,14,True,3930ca6bf3976e9b603815403cb373398ae509e5,concedo/OPT-19M-ChatSalad
🔶,"<a target=""_blank"" href=""https://huggingface.co/anton-l/gpt-j-tiny-random"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">anton-l/gpt-j-tiny-random</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_anton-l__gpt-j-tiny-random"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",31.01,26.37,25.76,24.46,47.44,fine-tuned,torch.float16,?,0.05,1,True,feea91564dac0081f73aeb6744979c6cfe553fff,anton-l/gpt-j-tiny-random
?,"<a target=""_blank"" href=""https://huggingface.co/grantprice/Cerebras-GPT-590M-finetuned-DND"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">grantprice/Cerebras-GPT-590M-finetuned-DND</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_grantprice__Cerebras-GPT-590M-finetuned-DND"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.99,24.74,27.84,23.12,48.26,,torch.float16,apache-2.0,0.59,0,True,a0a2fbe342cdc86433913ba5f96978e4703ff672,grantprice/Cerebras-GPT-590M-finetuned-DND
🟢,"<a target=""_blank"" href=""https://huggingface.co/deepnight-research/zsc-text"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">deepnight-research/zsc-text</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_deepnight-research__zsc-text"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.98,26.71,25.76,23.12,48.35,pretrained,torch.float16,llama2,0.0,0,False,9b1c704ac76968dbd61597c22610084b975ef576,deepnight-research/zsc-text
🟢,"<a target=""_blank"" href=""https://huggingface.co/anas-awadalla/mpt-1b-redpajama-200b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">anas-awadalla/mpt-1b-redpajama-200b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_anas-awadalla__mpt-1b-redpajama-200b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.98,25.77,26.08,24.5,47.57,pretrained,torch.float16,apache-2.0,1.0,1,True,fc98636655efb7c091bbe5d8014eb138ddfc5471,anas-awadalla/mpt-1b-redpajama-200b
?,"<a target=""_blank"" href=""https://huggingface.co/WangZeJun/bloom-820m-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">WangZeJun/bloom-820m-chat</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_WangZeJun__bloom-820m-chat"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.96,23.38,34.16,25.98,40.32,,torch.float16,bigscience-bloom-rail-1.0,0.75,2,True,f98b1f9c1bd358dd837d05d443d992c495497606,WangZeJun/bloom-820m-chat
🟢,"<a target=""_blank"" href=""https://huggingface.co/cerebras/Cerebras-GPT-256M"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">cerebras/Cerebras-GPT-256M</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_cerebras__Cerebras-GPT-256M"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.95,22.01,28.99,26.83,45.98,pretrained,torch.float16,apache-2.0,0.26,20,True,d77812ac95aece1f1edef6745ae2a1b325ad01a4,cerebras/Cerebras-GPT-256M
🔶,"<a target=""_blank"" href=""https://huggingface.co/ai-forever/rugpt3large_based_on_gpt2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">ai-forever/rugpt3large_based_on_gpt2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_ai-forever__rugpt3large_based_on_gpt2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.93,22.61,32.84,24.9,43.39,fine-tuned,torch.float16,?,0.76,54,True,8201db0de8deb68f25e7309db04d163b71970494,ai-forever/rugpt3large_based_on_gpt2
🔶,"<a target=""_blank"" href=""https://huggingface.co/alibidaran/medical_transcription_generator"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">alibidaran/medical_transcription_generator</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_alibidaran__medical_transcription_generator"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.93,22.78,30.6,23.84,46.5,fine-tuned,torch.float16,?,0.14,1,True,f622239151c89c2db0f1cef495d1b42afd16ce64,alibidaran/medical_transcription_generator
🟢,"<a target=""_blank"" href=""https://huggingface.co/Deci/DeciCoder-1b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Deci/DeciCoder-1b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Deci__DeciCoder-1b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.91,21.16,31.09,24.34,47.05,pretrained,torch.float16,apache-2.0,1.11,203,True,af2ef45ef8cbe82eb7eb4074f260412bc14c7b11,Deci/DeciCoder-1b
⭕,"<a target=""_blank"" href=""https://huggingface.co/lgaalves/gpt2-dolly"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">lgaalves/gpt2-dolly</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_lgaalves__gpt2-dolly"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.91,22.7,30.15,25.81,44.97,instruction-tuned,4bit,mit,0.12,0,True,7e75e6f4626437305e4d3e7b2aa36f617c517247,lgaalves/gpt2-dolly
🔶,"<a target=""_blank"" href=""https://huggingface.co/microsoft/DialoGPT-medium"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">microsoft/DialoGPT-medium</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_microsoft__DialoGPT-medium"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.9,24.49,26.21,25.84,47.06,fine-tuned,torch.float16,mit,0.36,227,True,9d5c5fadcc072b693fb5a5e29416bbf3f503c26c,microsoft/DialoGPT-medium
🔶,"<a target=""_blank"" href=""https://huggingface.co/ogimgio/gpt-neo-125m-neurallinguisticpioneers"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">ogimgio/gpt-neo-125m-neurallinguisticpioneers</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_ogimgio__gpt-neo-125m-neurallinguisticpioneers"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.9,22.44,30.36,25.14,45.64,fine-tuned,torch.float16,mit,0.12,1,True,515fd7753c5fecbf4a2951f7cebb2846d91324b3,ogimgio/gpt-neo-125m-neurallinguisticpioneers
?,"<a target=""_blank"" href=""https://huggingface.co/open-llm-leaderboard/bloom-560m-4bit-alpaca-auto-eval-adapter-applied"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">open-llm-leaderboard/bloom-560m-4bit-alpaca-auto-eval-adapter-applied</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_open-llm-leaderboard__bloom-560m-4bit-alpaca-auto-eval-adapter-applied"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.89,23.98,29.21,25.2,45.18,,torch.float16,llama2,0.56,0,False,61e0b861d59319a96bba5af8c246e69d82e8e6e6,open-llm-leaderboard/bloom-560m-4bit-alpaca-auto-eval-adapter-applied
🟢,"<a target=""_blank"" href=""https://huggingface.co/BreadAi/gpt-YA-1-1_160M"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">BreadAi/gpt-YA-1-1_160M</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_BreadAi__gpt-YA-1-1_160M"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.88,22.95,27.29,26.25,47.02,pretrained,torch.float16,?,0.12,0,True,b9b3577df726f7984721e4d73741296db50fa782,BreadAi/gpt-YA-1-1_160M
🔶,"<a target=""_blank"" href=""https://huggingface.co/FINDA-FIT/llama-r"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">FINDA-FIT/llama-r</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_FINDA-FIT__llama-r"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.82,21.59,30.18,26.13,45.38,fine-tuned,torch.float16,?,6.69,0,True,6bdde9a227da60c2db803024d5b2e3a53a41cf0b,FINDA-FIT/llama-r
🔶,"<a target=""_blank"" href=""https://huggingface.co/microsoft/DialoGPT-large"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">microsoft/DialoGPT-large</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_microsoft__DialoGPT-large"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.81,23.38,25.77,23.81,50.27,fine-tuned,torch.float16,mit,0.77,200,True,04e3e47b52dadbcf7688aa61a7ed0438ecf9184c,microsoft/DialoGPT-large
🟢,"<a target=""_blank"" href=""https://huggingface.co/facebook/opt-125m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">facebook/opt-125m</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_facebook__opt-125m"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.8,22.87,31.47,26.02,42.87,pretrained,torch.float16,other,0.12,73,True,3d2b5f275bdf882b8775f902e1bfdb790e2cfc32,facebook/opt-125m
🟢,"<a target=""_blank"" href=""https://huggingface.co/pszemraj/pythia-31m-goodwiki-deduped-2048-scratch"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">pszemraj/pythia-31m-goodwiki-deduped-2048-scratch</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_pszemraj__pythia-31m-goodwiki-deduped-2048-scratch"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.8,23.12,25.66,23.11,51.32,pretrained,torch.bfloat16,apache-2.0,0.03,0,True,01a3cd918dd7c233bc0c3c0c948a9a462a5359d1,pszemraj/pythia-31m-goodwiki-deduped-2048-scratch
🔶,"<a target=""_blank"" href=""https://huggingface.co/huggingtweets/jerma985"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">huggingtweets/jerma985</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_huggingtweets__jerma985"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",30.79,21.67,30.91,26.57,44.01,fine-tuned,torch.float16,?,0.12,0,True,816206ad02a397161be78dcb70eeda67e0c53132,huggingtweets/jerma985
